Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,OFSS,137866,OPTSTK,PE,4220,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4220 PE,OFSS30NOV23P4220,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137867,OPTSTK,CE,4240,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4240 CE,OFSS30NOV23C4240,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137868,OPTSTK,PE,4240,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4240 PE,OFSS30NOV23P4240,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137869,OPTSTK,CE,4260,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4260 CE,OFSS30NOV23C4260,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137870,OPTSTK,PE,4260,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4260 PE,OFSS30NOV23P4260,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137871,OPTSTK,CE,4280,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4280 CE,OFSS30NOV23C4280,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137872,OPTSTK,PE,4280,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4280 PE,OFSS30NOV23P4280,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137873,OPTSTK,CE,4300,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4300 CE,OFSS30NOV23C4300,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137874,OPTSTK,PE,4300,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4300 PE,OFSS30NOV23P4300,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137875,OPTSTK,CE,4320,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4320 CE,OFSS30NOV23C4320,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137876,OPTSTK,PE,4320,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4320 PE,OFSS30NOV23P4320,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137877,OPTSTK,CE,4340,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4340 CE,OFSS30NOV23C4340,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137878,OPTSTK,PE,4340,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4340 PE,OFSS30NOV23P4340,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137879,OPTSTK,CE,4360,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4360 CE,OFSS30NOV23C4360,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137880,OPTSTK,PE,4360,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4360 PE,OFSS30NOV23P4360,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137881,OPTSTK,CE,4380,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4380 CE,OFSS30NOV23C4380,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137882,OPTSTK,PE,4380,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4380 PE,OFSS30NOV23P4380,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137883,OPTSTK,CE,4400,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4400 CE,OFSS30NOV23C4400,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137884,OPTSTK,PE,4400,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4400 PE,OFSS30NOV23P4400,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137885,OPTSTK,CE,4420,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4420 CE,OFSS30NOV23C4420,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137886,OPTSTK,PE,4420,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4420 PE,OFSS30NOV23P4420,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137887,OPTSTK,CE,4440,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4440 CE,OFSS30NOV23C4440,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137888,OPTSTK,PE,4440,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4440 PE,OFSS30NOV23P4440,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137889,OPTSTK,CE,4460,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4460 CE,OFSS30NOV23C4460,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137890,OPTSTK,PE,4460,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4460 PE,OFSS30NOV23P4460,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137891,OPTSTK,CE,4480,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4480 CE,OFSS30NOV23C4480,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137892,OPTSTK,PE,4480,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4480 PE,OFSS30NOV23P4480,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137893,OPTSTK,CE,4500,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4500 CE,OFSS30NOV23C4500,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137894,OPTSTK,PE,4500,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4500 PE,OFSS30NOV23P4500,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137895,OPTSTK,CE,4520,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4520 CE,OFSS30NOV23C4520,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137896,OPTSTK,PE,4520,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4520 PE,OFSS30NOV23P4520,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137897,OPTSTK,CE,4540,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4540 CE,OFSS30NOV23C4540,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137898,OPTSTK,PE,4540,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4540 PE,OFSS30NOV23P4540,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137899,OPTSTK,CE,4560,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4560 CE,OFSS30NOV23C4560,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137900,OPTSTK,PE,4560,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4560 PE,OFSS30NOV23P4560,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137901,OPTSTK,CE,4580,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4580 CE,OFSS30NOV23C4580,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137902,OPTSTK,PE,4580,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4580 PE,OFSS30NOV23P4580,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137903,OPTSTK,CE,4600,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4600 CE,OFSS30NOV23C4600,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137904,OPTSTK,PE,4600,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4600 PE,OFSS30NOV23P4600,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137905,OPTSTK,CE,4620,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4620 CE,OFSS30NOV23C4620,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137906,OPTSTK,PE,4620,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4620 PE,OFSS30NOV23P4620,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137907,OPTSTK,CE,4640,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4640 CE,OFSS30NOV23C4640,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137908,OPTSTK,PE,4640,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4640 PE,OFSS30NOV23P4640,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137909,OPTSTK,CE,4660,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4660 CE,OFSS30NOV23C4660,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137910,OPTSTK,PE,4660,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4660 PE,OFSS30NOV23P4660,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137911,OPTSTK,CE,4680,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4680 CE,OFSS30NOV23C4680,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137912,OPTSTK,PE,4680,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4680 PE,OFSS30NOV23P4680,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137913,OPTSTK,CE,4700,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4700 CE,OFSS30NOV23C4700,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137914,OPTSTK,PE,4700,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4700 PE,OFSS30NOV23P4700,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137915,OPTSTK,CE,4720,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4720 CE,OFSS30NOV23C4720,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137916,OPTSTK,PE,4720,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4720 PE,OFSS30NOV23P4720,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137917,OPTSTK,CE,4740,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4740 CE,OFSS30NOV23C4740,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137918,OPTSTK,PE,4740,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4740 PE,OFSS30NOV23P4740,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137919,OPTSTK,CE,4760,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4760 CE,OFSS30NOV23C4760,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137920,OPTSTK,PE,4760,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4760 PE,OFSS30NOV23P4760,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137921,OPTSTK,CE,4780,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4780 CE,OFSS30NOV23C4780,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137922,OPTSTK,PE,4780,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4780 PE,OFSS30NOV23P4780,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137923,OPTSTK,CE,4800,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4800 CE,OFSS30NOV23C4800,11/30/2023,200,0.05
NFO,nse_fo,OFSS,137924,OPTSTK,PE,4800,ORACLE FINANCIAL SERVICES SOFT,OFSS NOV 4800 PE,OFSS30NOV23P4800,11/30/2023,200,0.05
NFO,nse_fo,JINDALSTEL,137970,OPTSTK,CE,520,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 520 CE,JINDALSTEL28DEC23C520,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137975,OPTSTK,PE,520,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 520 PE,JINDALSTEL28DEC23P520,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137976,OPTSTK,CE,530,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 530 CE,JINDALSTEL28DEC23C530,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137981,OPTSTK,PE,530,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 530 PE,JINDALSTEL28DEC23P530,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137982,OPTSTK,CE,540,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 540 CE,JINDALSTEL28DEC23C540,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137987,OPTSTK,PE,540,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 540 PE,JINDALSTEL28DEC23P540,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137988,OPTSTK,CE,550,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 550 CE,JINDALSTEL28DEC23C550,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137993,OPTSTK,PE,550,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 550 PE,JINDALSTEL28DEC23P550,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137994,OPTSTK,CE,560,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 560 CE,JINDALSTEL28DEC23C560,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137995,OPTSTK,PE,560,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 560 PE,JINDALSTEL28DEC23P560,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137996,OPTSTK,CE,570,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 570 CE,JINDALSTEL28DEC23C570,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137997,OPTSTK,PE,570,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 570 PE,JINDALSTEL28DEC23P570,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137998,OPTSTK,CE,580,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 580 CE,JINDALSTEL28DEC23C580,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,137999,OPTSTK,PE,580,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 580 PE,JINDALSTEL28DEC23P580,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138000,OPTSTK,CE,590,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 590 CE,JINDALSTEL28DEC23C590,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138001,OPTSTK,PE,590,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 590 PE,JINDALSTEL28DEC23P590,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138002,OPTSTK,CE,600,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 600 CE,JINDALSTEL28DEC23C600,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138003,OPTSTK,PE,600,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 600 PE,JINDALSTEL28DEC23P600,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138004,OPTSTK,CE,610,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 610 CE,JINDALSTEL28DEC23C610,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138005,OPTSTK,PE,610,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 610 PE,JINDALSTEL28DEC23P610,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138006,OPTSTK,CE,620,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 620 CE,JINDALSTEL28DEC23C620,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138007,OPTSTK,PE,620,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 620 PE,JINDALSTEL28DEC23P620,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138008,OPTSTK,CE,630,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 630 CE,JINDALSTEL28DEC23C630,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138009,OPTSTK,PE,630,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 630 PE,JINDALSTEL28DEC23P630,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138010,OPTSTK,CE,640,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 640 CE,JINDALSTEL28DEC23C640,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138011,OPTSTK,PE,640,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 640 PE,JINDALSTEL28DEC23P640,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138012,OPTSTK,CE,650,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 650 CE,JINDALSTEL28DEC23C650,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138013,OPTSTK,PE,650,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 650 PE,JINDALSTEL28DEC23P650,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138014,OPTSTK,CE,660,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 660 CE,JINDALSTEL28DEC23C660,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138015,OPTSTK,PE,660,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 660 PE,JINDALSTEL28DEC23P660,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138016,OPTSTK,CE,670,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 670 CE,JINDALSTEL28DEC23C670,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138017,OPTSTK,PE,670,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 670 PE,JINDALSTEL28DEC23P670,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138018,OPTSTK,CE,680,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 680 CE,JINDALSTEL28DEC23C680,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138019,OPTSTK,PE,680,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 680 PE,JINDALSTEL28DEC23P680,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138020,OPTSTK,CE,690,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 690 CE,JINDALSTEL28DEC23C690,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138021,OPTSTK,PE,690,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 690 PE,JINDALSTEL28DEC23P690,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138022,OPTSTK,CE,700,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 700 CE,JINDALSTEL28DEC23C700,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138023,OPTSTK,PE,700,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 700 PE,JINDALSTEL28DEC23P700,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138024,OPTSTK,CE,710,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 710 CE,JINDALSTEL28DEC23C710,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138025,OPTSTK,PE,710,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 710 PE,JINDALSTEL28DEC23P710,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138026,OPTSTK,CE,720,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 720 CE,JINDALSTEL28DEC23C720,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138027,OPTSTK,PE,720,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 720 PE,JINDALSTEL28DEC23P720,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138028,OPTSTK,CE,730,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 730 CE,JINDALSTEL28DEC23C730,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138029,OPTSTK,PE,730,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 730 PE,JINDALSTEL28DEC23P730,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138030,OPTSTK,CE,740,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 740 CE,JINDALSTEL28DEC23C740,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138031,OPTSTK,PE,740,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 740 PE,JINDALSTEL28DEC23P740,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138032,OPTSTK,CE,750,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 750 CE,JINDALSTEL28DEC23C750,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138033,OPTSTK,PE,750,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 750 PE,JINDALSTEL28DEC23P750,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138034,OPTSTK,CE,760,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 760 CE,JINDALSTEL28DEC23C760,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138035,OPTSTK,PE,760,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 760 PE,JINDALSTEL28DEC23P760,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138036,OPTSTK,CE,770,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 770 CE,JINDALSTEL28DEC23C770,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138037,OPTSTK,PE,770,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 770 PE,JINDALSTEL28DEC23P770,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138038,OPTSTK,CE,780,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 780 CE,JINDALSTEL28DEC23C780,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138039,OPTSTK,PE,780,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 780 PE,JINDALSTEL28DEC23P780,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138040,OPTSTK,CE,790,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 790 CE,JINDALSTEL28DEC23C790,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138041,OPTSTK,PE,790,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 790 PE,JINDALSTEL28DEC23P790,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138042,OPTSTK,CE,800,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 800 CE,JINDALSTEL28DEC23C800,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138043,OPTSTK,PE,800,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 800 PE,JINDALSTEL28DEC23P800,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138044,OPTSTK,CE,810,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 810 CE,JINDALSTEL28DEC23C810,12/28/2023,1250,0.05
NFO,nse_fo,JINDALSTEL,138045,OPTSTK,PE,810,JINDAL STEEL & POWER LTD.,JINDALSTEL DEC 810 PE,JINDALSTEL28DEC23P810,12/28/2023,1250,0.05
NFO,nse_fo,JKCEMENT,138242,OPTSTK,CE,2100,J.K.CEMENT LTD.,JKCEMENT DEC 2100 CE,JKCEMENT28DEC23C2100,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138243,OPTSTK,PE,2100,J.K.CEMENT LTD.,JKCEMENT DEC 2100 PE,JKCEMENT28DEC23P2100,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138244,OPTSTK,CE,2150,J.K.CEMENT LTD.,JKCEMENT DEC 2150 CE,JKCEMENT28DEC23C2150,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138245,OPTSTK,PE,2150,J.K.CEMENT LTD.,JKCEMENT DEC 2150 PE,JKCEMENT28DEC23P2150,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138246,OPTSTK,CE,2200,J.K.CEMENT LTD.,JKCEMENT DEC 2200 CE,JKCEMENT28DEC23C2200,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138247,OPTSTK,PE,2200,J.K.CEMENT LTD.,JKCEMENT DEC 2200 PE,JKCEMENT28DEC23P2200,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138248,OPTSTK,CE,2250,J.K.CEMENT LTD.,JKCEMENT DEC 2250 CE,JKCEMENT28DEC23C2250,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138249,OPTSTK,PE,2250,J.K.CEMENT LTD.,JKCEMENT DEC 2250 PE,JKCEMENT28DEC23P2250,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138250,OPTSTK,CE,2300,J.K.CEMENT LTD.,JKCEMENT DEC 2300 CE,JKCEMENT28DEC23C2300,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138251,OPTSTK,PE,2300,J.K.CEMENT LTD.,JKCEMENT DEC 2300 PE,JKCEMENT28DEC23P2300,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138252,OPTSTK,CE,2350,J.K.CEMENT LTD.,JKCEMENT DEC 2350 CE,JKCEMENT28DEC23C2350,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138253,OPTSTK,PE,2350,J.K.CEMENT LTD.,JKCEMENT DEC 2350 PE,JKCEMENT28DEC23P2350,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138254,OPTSTK,CE,2400,J.K.CEMENT LTD.,JKCEMENT DEC 2400 CE,JKCEMENT28DEC23C2400,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138255,OPTSTK,PE,2400,J.K.CEMENT LTD.,JKCEMENT DEC 2400 PE,JKCEMENT28DEC23P2400,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138256,OPTSTK,CE,2450,J.K.CEMENT LTD.,JKCEMENT DEC 2450 CE,JKCEMENT28DEC23C2450,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138257,OPTSTK,PE,2450,J.K.CEMENT LTD.,JKCEMENT DEC 2450 PE,JKCEMENT28DEC23P2450,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138258,OPTSTK,CE,2500,J.K.CEMENT LTD.,JKCEMENT DEC 2500 CE,JKCEMENT28DEC23C2500,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138259,OPTSTK,PE,2500,J.K.CEMENT LTD.,JKCEMENT DEC 2500 PE,JKCEMENT28DEC23P2500,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138260,OPTSTK,CE,2550,J.K.CEMENT LTD.,JKCEMENT DEC 2550 CE,JKCEMENT28DEC23C2550,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138261,OPTSTK,PE,2550,J.K.CEMENT LTD.,JKCEMENT DEC 2550 PE,JKCEMENT28DEC23P2550,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138262,OPTSTK,CE,2600,J.K.CEMENT LTD.,JKCEMENT DEC 2600 CE,JKCEMENT28DEC23C2600,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138263,OPTSTK,PE,2600,J.K.CEMENT LTD.,JKCEMENT DEC 2600 PE,JKCEMENT28DEC23P2600,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138264,OPTSTK,CE,2650,J.K.CEMENT LTD.,JKCEMENT DEC 2650 CE,JKCEMENT28DEC23C2650,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138265,OPTSTK,PE,2650,J.K.CEMENT LTD.,JKCEMENT DEC 2650 PE,JKCEMENT28DEC23P2650,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138266,OPTSTK,CE,2700,J.K.CEMENT LTD.,JKCEMENT DEC 2700 CE,JKCEMENT28DEC23C2700,12/28/2023,250,0.05
NFO,nse_fo,JKCEMENT,138267,OPTSTK,PE,2700,J.K.CEMENT LTD.,JKCEMENT DEC 2700 PE,JKCEMENT28DEC23P2700,12/28/2023,250,0.05
